E1/T1 Remote Loop Test Alarm,4710
"E9000H-2 Board ID Error (Mainboard, Major Alarm)",103727
"E9000H-2 Board Not Firmly Seated (Mainboard, Major Alarm)",103728
"E9000H-2 CPU Board Clock Lost (CPU Board, Major Alarm)",103712
"E9000H-2 CPU Overtemperature Will Trigger CPU Underclocking (CPU, Major Alarm)",103715
"E9000H-2 CPUs Mismatch (System, Critical Alarm)",103714
"E9000H-2 Failed to Access the I2C Device (Mainboard, Major Alarm)",103717
"E9000H-2 Fan removed (Fan, Major Alarm)",103731
"E9000H-2 File System Read-Only (System, Major Alarm)",103742
"E9000H-2 Forced System Power Cycle Due to Watchdog Timeout (System, Major Alarm)",103735
"E9000H-2 Hard Disk Fault (Disk, Major Alarm)",103757
"E9000H-2 Hard Disk Lost (Disk, Major Alarm)",103756
"E9000H-2 Incorrect Hardware Address (Mainboard, Major Alarm)",103729
"E9000H-2 Incorrect Slot Number (Mainboard, Major Alarm)",103726
"E9000H-2 Information Synchronization Channel Fault (Chassis, Major)",103734
"E9000H-2 Large Fan Speed Difference (Fan, Major Alarm)",103732
"E9000H-2 LOM MCE/AER Error (Mainboard, Critical Alarm)",103724
"E9000H-2 Low Hard Drive Endurance Rate (Disk, Major Alarm)",103758
"E9000H-2 Low Voltage in Mainboard RTC Battery (Mainboard, Major Alarm)",103760
"E9000H-2 LSW Inter-Board Link Aggregation Group Fault (Mainboard, Major)",103718
"E9000H-2 Mainboard Clock Signal Lost (Mainboard, Major Alarm)",103762
"E9000H-2 Mainboard CPLD Self-Check Failed (Mainboard, Major Alarm)",103759
"E9000H-2 Mainboard Overvoltage (Mainboard, Major Alarm)",103764
"E9000H-2 Mainboard Power Supply Failure (Mainboard, Major Alarm)",103761
"E9000H-2 Mainboard Undervoltage (Mainboard, Major Alarm)",103763
"E9000H-2 Memory Configuration Error (System, Critical Alarm)",103713
"E9000H-2 Memory Overtemperature (Memory, Major Alarm)",103726
"E9000H-2 No Memory Available (System, Critical Alarm)",103754
"E9000H-2 No Memory Detected During POST (System, Critical Alarm)",103749
"E9000H-2 Optical Module Power Abnormal (Port, Major Alarm)",103739
"E9000H-2 Optical Module Speed Mismatches NIC Speed (Port, Major Alarm)",103741
"E9000H-2 Optical Module Voltage Abnormal (Port, Major Alarm)",103740
"E9000H-2 PCIe Card MCE/AER Fault (PCIe Card, Critical Alarm)",103725
"E9000H-2 PCIe Card Power Fault (PCIe Card, Major Alarm)",103719
"E9000H-2 Power-On Timed Out (System, Major Alarm)",103737
"E9000H-2 PS/2 or USB Keyboard Controller Fault (Mainboard, Critical Alarm)",103720
"E9000H-2 PSU Removed (PSU, Major Alarm)",103730
"E9000H-2 Secure boot failed (System, Critical Alarm)",103723
"E9000H-2 Server Powered Off (System, Major Alarm)",103755
"E9000H-2 Soft-Start Circuit Undervoltage (Mainboard, Major Alarm)",103733
"E9000H-2 Standby 1.1 V Overvoltage (Mainboard, Major Alarm)",103722
"E9000H-2 Standby 1.1 V Undervoltage (Mainboard, Major Alarm)",103721
"E9000H-2 Standby 12 V Overvoltage (Mainboard, Major Alarm)",103751
"E9000H-2 Standby 12 V Undervoltage (Mainboard, Major Alarm)",103750
"E9000H-2 System 12 V Overvoltage (Mainboard, Major Alarm)",103744
"E9000H-2 System 12 V Undervoltage (Mainboard, Major Alarm)",103743
"E9000H-2 System 3.3 V Overvoltage (Mainboard, Major Alarm)",103746
"E9000H-2 System 3.3 V Undervoltage (Mainboard, Major Alarm)",103745
"E9000H-2 System 5 V Overvoltage (Mainboard, Major Alarm)",103748
"E9000H-2 System 5 V Undervoltage (Mainboard, Major Alarm)",103747
"E9000H-2 System Error (System, Critical Alarm)",103752
"E9000H-2 System Start Interrupt (System, Critical Alarm)",103753
"E9000H-2 Video Controller Fault (Mainboard, Critical Alarm)",103738
EAC Communication Alarm,3113
EAC extended 89 alarm,3844
EAC extended 8A alarm,3846
EAC extended 8B alarm,3848
EAC extended 8C alarm,3850
EAC extended 8D alarm,3852
EAC extended 8E alarm,3854
EAC extended 8F alarm,3856
EAC extended 90 alarm,3858
EAC extended 9B alarm,3880
EAC extended 9C alarm,3882
EAC extended 9D alarm,3884
EAC extended 9E alarm,3886
EAC extended 9F alarm,3888
EAC Extended F0 Alarm,3842
EAC Extended F1 Alarm,3844
EAC Extended F2 Alarm,5096
EAC Extended F3 Alarm,3848
EAC Extended F4 Alarm,3850
EAC Extended F5 Alarm,3852
EAC Extended F6 Alarm,3434.666667
EAC Extended F7 Alarm,3856
EAC Extended F8 Alarm,3858
EAC Extended F9 Alarm,3860
EAC Extended FA Alarm,3862
EAC Extended FB Alarm,3864
EAC Extended FC Alarm,3866
EAC Extended FD Alarm,3868
EAC Extended FE Alarm,3870
EAC extended FF alarm,2622
EDU LNA Alarm,3802
EDU TTA Alarm,3804
EDU VSWR Alarm,3798
EDU VSWR Critical Alarm,3800
Eighteenth Extended I/O Alarm,2390
Eighth Extended I/O Alarm,3145
Electromechanical Device Unavailable Alarm,20056
Eleventh Extended I/O Alarm,2422
Emergency System Not Associated with the Primary System,1077
eMTC Service Failure,29253
EMU boolean 1 alarm,13112
EMU boolean 10 alarm,13130
EMU boolean 11 alarm,13132
EMU boolean 12 alarm,13134
EMU boolean 13 alarm,13136
EMU boolean 14 alarm,13138
EMU boolean 15 alarm,13140
EMU boolean 16 alarm,13142
EMU boolean 17 alarm,13144
EMU boolean 18 alarm,13146
EMU boolean 19 alarm,13148
EMU boolean 2 alarm,13114
EMU boolean 20 alarm,13150
EMU boolean 21 alarm,13152
EMU boolean 22 alarm,13154
EMU boolean 23 alarm,13156
EMU boolean 24 alarm,13158
EMU boolean 25 alarm,13160
EMU boolean 26 alarm,13162
EMU boolean 27 alarm,13164
EMU boolean 28 alarm,13166
EMU boolean 29 alarm,13168
EMU boolean 3 alarm,13116
EMU boolean 30 alarm,13170
EMU boolean 31 alarm,13172
EMU boolean 32 alarm,13174
EMU boolean 4 alarm,13118
EMU boolean 5 alarm,13120
EMU boolean 6 alarm,13122
EMU boolean 7 alarm,13124
EMU boolean 8 alarm,13126
EMU boolean 9 alarm,13128
EMU Failure Alarm,4126
eNodeB  Service Overload,29229
eNodeB Logical RF Site Out of Service,29256
eNodeB NG Control Plane Transmission Interruption,29227
eNodeB NG Interface Fault,29226
eNodeB Out of Clock Synchronization,23464
eNodeB Out of Service,29249
eNodeB S1 Control Plane Transmission Interruption,29213
Entironment temperature alarm,9748
EPLD Total Loaded Times Alarm,5104.666667
EPLD Upgrade Fail alarm,3068
EPLD Upgrading Fail Alarm,6126
ESL Link Fault,21805
ETH Link Alarm,7948
Ethernet Link Fault,25182.30769
Ethernet Port Bandwidth Mismatch,21400
Ethernet Port Broadcast Packets Exceeding Alarm,25187.92308
Ethernet Port Status Abnormal Alarm,12573
Ethernet Trunk Group Fault,24985.8
Ethernet Trunk Link Fault,24979.6
ETHOAM 1AG CC Lost,21375
ETHOAM 3AH Discovery Failed,11358
ETHOAM 3AH Discovery Failure,25188
ETHOAM 3AH Remote Fault,25884
ETHOAM 3AH Remote Loopback,25072.18182
EXAUSTOR 1,65207
Exceeded Failures of Logins by the Local User,20852
Excess Board in Subrack,20917
Excessive License Usage,24192.4
Excessive Synchronization Data for RNC in Pool Load Sharing,22243
Excessive Time Difference Between Writing and Replicating Data,103708
Expired certificates are archived failed,800008
Extended Boolean 1 Alarm,5158
Extended Boolean 2 Alarm,5160
Extended Boolean 3 Alarm,5162
Extended Boolean 4 Alarm,6064
Extended Boolean 5 Alarm,6066
Extended TMU Clock Alarm,3486
External Clock Reference Not Configured,26261
External Clock Reference Problem,26262
External Node Unreachable,21607
Failed Server RAID Array Detected,53069
Failed to connect ZooKeeper,101212
Failed to Load the Rule Lib File,20284
Failed to Send the Remote Notification,117
Failure in Locking System Clock Source,20207
Failures of Synchronization Between Databases on the Active and Standby Nodes,385
FALHA COMUNICAÇÃO BATERIA LITIO,65223
FALHA DA BATERIA DE LITIO,65217
FALHA DE AC,65202
FALHA DE RETIFICADOR,65204
FALHA NA FONTE CC,65210
Fan Alarm,6331.333333
Fan Box Failure,20041
Fan Box Temperature Abnormal Alarm,20054
Fan Fault Alarm,9736
Fan In-Position alarm,4202
Fan Not In-Position alarm,4204
Fan Stalled,23578.83333
Fan Stalling,20035
Fan Subassembly Communication Alarm,9732
Fan Subassembly Hardware Alarm,9740
Fault Occurred on a VM,650020
Fault Status,371
Faulty Clock of the Phase-Lock Loop,5090
Faulty Clock Source for Co-Site BTS Alarm,4832
Faulty Network Port,650015
Faulty Phase-Locked Loop of the Board Clock,20209
FCU Frequency Point Proximity Alarm,2290
FCU Staggering Failure Alarm,2288
Feature Expired Alarm,20755
Feature Invalid Alarm,20756
Fiber optic cable connection error,21402
Fifteenth Extended I/O Alarm,2430
Fifth Extended I/O Alarm,3139
File Loss or Damage,20723
Filter Alarm,10782
Fire Alarm,4199.333333
First Extended I/O Alarm,3131
FN Alarm,3442
Forwarding Overload of An Interface Board,20275
Fourteenth Extended I/O Alarm,2428
Fourth Extended I/O Alarm,3137
Fractional ATM Link Loss of Cell Delineation,25188.14286
Frame or Timeslot Number alarm,3640
Frame Or TS Number alarm,3157.333333
Frequency Separation Configuration Mismatch,28210
FTP Listening Port Negotiation Fails Between OSS and NE,306
Function of RNC in Pool load sharing flow control,22391
FusionCompute Arbitration IP Is Unreachable,101298
FusionCompute Available Resources in the System Are Going to Be Insufficient,103603
FusionCompute Data Storage I/O Response Latency,103706
FusionCompute File System Is Abnormal,103605
FusionCompute Inconsistent Data in VRM Internal Modules,101299
FusionCompute Process Being in the D State,103604
FusionCompute Standby Node Database Is Abnormal,103600
FusionCompute SWAP Usage Exceeds the Threshold,103602
GATM ALD Current Out of Range,28002
GCK Port Connection Abnormal,26316
GDU Antenna Fault,25740
GDU Signal Output Abnormal,25742
GDU Temperature Abnormal,25741
GE Interface Unit Fault,20232
GE Link Between GE Switching Board and Service Board Faulty,20228
GE Link on GE Switching Board Panel Faulty,20225
gNodeB Logical RF Site Out of Service,29848
gNodeB NG Control Plane Transmission Interruption,29816
gNodeB NG Interface Fault,29815
gNodeB Out of Clock Synchronization,29830
gNodeB Out of Service,29840
gNodeB Radio Interface Ciphering Disabled,29901
gNodeB X2 Interface Fault,29800
gNodeB X2 Interface Full Specification,29801
gNodeB Xn Interface Fault,29810
GNSS Antenna Fault,26125
GNSS Clock Output Unavailable,26124
GNSS Locked Satellites Insufficient,26126
GNSS Maintenance Link Failure,26127
Gold Indicator Collection Channel Between the OSS and NE Is Abnormal,103539
GPS antenna failure alarm,11976
GPS Antenna Fault,26121
GPS Antenna Fault Alarm,13326
GPS board communication alarm,11782
GPS board hardware alarm,11972
GPS Card Antenna Abnormal,20252
GPS Card Status Abnormal,20253
GPS Clock Output Unavailable,26120
GPS Data Receiver Fault,22211
GPS Locked Satellites Insufficient,26122
GPS Maintenance Link Failure,26123
GPS Receiver Antenna Fault,28246
GPS Receiver Antenna Power Problem,28245
GPS receiver communication alarm,11790
GPS Receiver Hardware Fault,28244
GPS Receiver Initialization Configuration Failure,28250
GPS Receiver Maintenance Link Failure,28249
GPS receiver position not determined alarm,11784
GPS Receiver Position Not Locked,28248
GPS Receiver Software Program Error,28247
GPS receiver work mode configuration error alarm,11792
GPS satellite signal lost alarm,11788
GPS Satellite Signals Lost Alarm,13324
GSM Cell Manually Blocked,21802
GSM Cell out of Service,21801
GSM KPI Exceed Threshold,21820
GSM Local Cell Blocked,28015
GSM Local Cell Capability Decline,28017
GSM Local Cell Unusable,28016
GSM MSC Overload,21808
GTPU Faulty,22510
Guard Against Theft Alarm,4203.333333
H.248 Link Set Broken,40005
HA Gateway Communication Failures,364
HA Heartbeat Interruption,361
HA Link Interruption,363
HA Resource in a Cluster Is Going to Be Insufficient,650009
HA Service Monitoring Stopped,51028
HA Synchronization Failures,362
HA System Exception,1066
HA System Heartbeat Interruption,1065
Handshake Failure Between the Application System and the OSS,784
Hard Disk Drive Fault (DISKN),368
Hard Disk Predictive Failure (DISKN),369
Hardware Alarm,11272
Hardware Critical Alarm,4794
Hardware Homing Exception,324
Hardware Information Not Registered,51101
HDSL transmission alarm,3206
Heartbeat Communication Between Active and Standby VRM Nodes Interrupted,650005
Heartbeat Communication Between the Host and VRM Interrupted,650029
Heartbeat Communication Between the VRM and the NTP Server Interrupted,650006
Heat Board Alarm,4938
Heat exchanger board communication alarm,10758
Heat Exchanger Communication Alarm,5544
Heat Exchanger Extended Alarm,5536
Heat Exchanger Fault Alarm,5538
Heat Exchanger Hardware Failure Alarm,10766
Heater Alarm,10768
Heater Hardware Fault,25659
Heat-Exchanger Temperature Alarm,8576
Hierarchical Power Supply Alarm,4324
High Disk Inode Usage,103711
High Humidity Alarm,2380
High Node Thread Usage,103699
High-Risk Function Enable,26294
Host CPU Usage Exceeds the Threshold,650011
Host Memory Usage Exceeds the Threshold,650012
Host Storage Links Interrupted,650023
HPA alarm,3444
IASU Cock Source Lost Alarm,5601
IASU Communication Alarm,5623
IASU Configuration Lost Alarm,5605
IASU Crystal Oscillator Alarm,3802
IASU E1 Port Alarm,3798
IASU E1/T1 Port Alarm,7400
IASU extended 76 alarm,5607
IASU extended 77 alarm,5609
IASU extended 78 alarm,5611
IASU extended 79 alarm,5613
IASU extended 7A alarm,5615
IASU extended 7B alarm,5617
IASU extended 7C alarm,5619
IASU extended 7D alarm,5621
IASU extended 7F alarm,5625
IASU Hardware Failure Alarm,7404
IKE Negotiation Failure,25891
Illegal Request Detected,100450
IMA Group Activated Links Insufficient,25174.71429
IMA Group Activated Links Insufficient at Far End,25175.71429
IMA Group Blocked at Far End,25176.71429
IMA Group Configuration Aborted,25172.71429
IMA Group Configuration Aborted at Far End,25173.71429
IMA Group Local Startup,21236
IMA Group Startup at Far End,25171.71429
IMA Link Loss of Frame,25165.57143
IMA Link Out of Delay Synchronization,25166.57143
IMA Link Remote Failure Indication,25167.57143
IMA Link RX Fault,25826
IMA Link RX Unusable at Far End,25170.57143
IMA Link TX Unusable at Far End,25169.57143
IMA/UNI Link Loss of Cell Delineation,25164.71429
Imminent Certificate Expiry,26840
Inappropriate NodeB Deployment,22240
Inbound Flow Bandwidth Usage of a Host Exceeds the Threshold,650013
Inconsistency Between Data in Board Database and Service Data,21830
Inconsistency Between NE ESN and License ESN,20744
Inconsistent BSC Node Redundancy Configuration,707
Inconsistent Parameter Configuration Alarm,13328
Inconsistent RNC in Pool Configuration,706
Inconsistent RNC Pool Configuration,703
Inconsistent Software Versions Between Active and Standby OMUs,20705
Incorrect Board Slot Information,20248
Incorrect Connection of Ethernet Cables Between Subracks,20220
Incorrect Format of Fingerprint File for OS User Password-free SSH Login,700012
Incorrect GPS receiver work mode configuration Alarm,13330
Incorrect MAC Entries for Backplane Ports of the GE Switching Board,20237
Incorrect MAC Entries for Panel Ports of the GE Switching Board,20238
Incorrect OMU Network Configuration Mode,20912
Industrial User Exceeding Limit,29832
Infrared Motion Alarm,6508
Inner Circulation Fan Abnormal,4854
Input Mains Lack of Phase,5724
Input Mains Lack of Phase Alarm,5636
Insufficient Free Space of the Performance Database,405
Insufficient Key Resources of the Virtual Network,650016
Insufficient License Resources,20743
Insufficient Resources for Processing Enhanced Data,22512
Insufficient Resources for Processing Smart Services,22511
Insufficient Transmission Resources,21604
Intelligent BSC Cold Backup Task Failure,268390406
Inter-BBU Optical Module Fault,26310
Inter-BBU Optical Module Not in Position,26311
Inter-BBU Optical Module Receive Failure,26312
Inter-BBU Optical Module Transmit Failure,26313
Inter-BBU Port  Failure,26314
Inter-BBU Port Connection Error,26315
Inter-BBU Port Failure,26314
Inter-Board CANBUS Communication Failure,26101
Inter-Board Service Link Failure,26215
Inter-CCU Port Connection Error,25720
Interference,40927
Inter-NE Address Conflict,26116
Inter-System BBU Board Parameter Settings Conflict,26273
Inter-System Board Installation and Configuration Mismatch,26279
Inter-System Board Object Configuration Conflict,26274
Inter-System Cabinet Configuration Conflict,26275
Inter-System Communication Failure,26270
Inter-System Control Rights Conflict,26277
Inter-System CXU Parameter Settings Conflict,26912
Inter-System Monitoring Device Parameter Settings Conflict,26271
Inter-System RF Unit Parameter Settings Conflict,26272
Inter-System RRU Chain Parameter Settings Conflict,26280
Inter-System Site-Level Configuration Conflict,26276
Invalid License File,650004
Invalid Local Protection,103698
Invalid Packets Exceeding Alarm,21388
IOMU Aging alarm,3724
IOMU Clock Alarm,3692
IOMU communication alarm,3680
IOMU extended 32 alarm,3670
IOMU extended 35 alarm,3676
IOMU extended 36 alarm,3678
IOMU extended 3B alarm,3688
IOMU extended 3C alarm,3690
IOMU extended 40 alarm,3698
IOMU Extended 4B Alarm,3720
IOMU extended 4E alarm,3726
IOMU extended 50 alarm,3730
IOMU extended 51 alarm,3732
IOMU extended 52 alarm,3734
IOMU extended 53 alarm,3736
IOMU extended 54 alarm,3738
IOMU extended 55 alarm,3740
IOMU extended 56 alarm,3742
IOMU extended 57 alarm,3744
IOMU extended 58 alarm,3746
IOMU extended 59 alarm,3748
IOMU extended 5A alarm,3750
IOMU extended 5B alarm,3752
IOMU extended 5C alarm,3754
IOMU extended 5D alarm,3756
IOMU extended 5E alarm,3758
IOMU extended 5F alarm,3760
IOMU extended 60 alarm,3762
IOMU extended 61 alarm,3764
IOMU extended 62 alarm,3766
IOMU extended 63 alarm,3768
IOMU extended 64 alarm,3770
IOMU extended 65 alarm,3772
IOMU extended 66 alarm,3774
IOMU extended 67 alarm,3776
IOMU extended 68 alarm,3778
IOMU extended 69 alarm,3780
IOMU extended 6A alarm,3782
IOMU extended 6B alarm,3784
IOMU extended 6C alarm,3786
IOMU extended 6D alarm,3788
IOMU extended 6E alarm,3790
IOMU extended 6F alarm,3792
IOMU Flash Memory Alarm,3686
IOMU Software Alarm,3682
IOMU Temperature Alarm,3696
IOMU Temperature Major Alarm,3694
IP Address Conflict,25186.84615
IP Address In Transmission Resource Pool Blocked,21602
IP clock abnormal alarm,11332
IP Clock Link Failure,26263
IP Connectivity Check Failure,21346
IP Excessive Frame Error Rate,23254.27273
IP Link Performance Measurement Fault,25076.72727
IP Logical Port Congestion,21587
IP Path Excessive Packet Loss Rate,25898
IP Path Fault,25886
IP PM Activation Failure,25071.09091
IP PM Capability Exceeded,21396
IP PM Excessive Packet Loss Rate,28052
IP Remote Loopback,25896
IP Route Configuration Inconsistency,21401
IPAU Temperature alarm,3610
IPv6 Address Conflict,25947
iSite Power Off Alarm,3710
IURP Link Congestion,21608
IURP Link Fault,21606
KPI Anomaly Alarm,268390401
KPI Exceed Threshold,22302
Lack of the lifespan information,318
LAPD Alarm,3575.333333
LAPD Link Abnormal Alarm,12563
LAPD Link Congestion,21511
Layer 2 Traffic Suppression Packet Loss,25967
LCS Engineering Parameter Information Synchronization Failure,26406
Level 1 VSWR Alarm,9078
Level 2 VSWR Alarm,9080
License Data Loss,26810
License Expired,505
License Feature About to Expire,26823
License File Is Not Loaded,650003
License Has Expired,325180.5
License Inconsistency Between OMU and Host,20734
License Invalid,501
License Is About to Expire,650001
License Is Invalid,360
License Not Match,502
License On Trial,24185.9
License Value Automatically Assigned by the OSS to the Base Station Less Than the Initial License Value of the Base Station,527
License Will Expire,358
Licensed Feature Entering Keep-Alive Period,26815
Licensed Feature Unusable,26816
Lightning arrester alarm,5570
Lightning Protection Box Alarm,3714
Lightningproof Box Alarm,3498
Link Between GE Switching Boards Faulty,20221
Link Packets Exceeding,21609
Load  Disconnect,25623
Load Balancing Service Abnormal,101231
Load Fuse Broken,25631
Load Power Off Alarm,5214.666667
Local Access Maintenance Device Abnormal,26844
Local Cell Blocked,28201
Local Cell Capability Decline,28206
Local Cell Unusable,28203
Local IMA Group Blocked,21234
Local IMA Link Blocked,21235
Local Switchover Failed,103697
Local User Consecutive Login Retries Failed,26830
Logical Object Binding Error,21824
Loss of Power Supply Redundancy,25636
Loss of Solar Array,25710
Low Analog Input Signal 1 Alarm,6425
Low Analog Input Signal 2 Alarm,6429
Low Analog Input Signal 3 Alarm,6433
LOW Analog Input Signal 4 Alarm,6437
Low Forward Power alarm,3420
Low Humidity Alarm,4213.333333
Low OS Version,20746
Low QAAL2 Setup Success Rate,21564
Low SCCP Setup Success Rate,21522
Low Temperature Alarm,4209.333333
Low User Trust Score,100012
M1 Interface eMBMS Session Loss,29223
M2 Interface Fault,29208
M3 Interface Fault,29209
M3UA Destination Entity Inaccessible,21553
M3UA Destination Entity Route Unavailable,21552
M3UA Link Fault,21551
M3UA Link RC Activation Failure,21610
M3UA Link Set Broken,40006
MAC Excessive Frame Error Rate,23345.93333
Main Control Board in Wrong Slot,26206
Main Control Module Clock Critical Alarm,4772
Main Control Module Clock Prompt Alarm,4808
Main Control Module Configuration Inconsistency Alarm,4810
Main Control Module Hardware Fault Alarm,4800
Main Control Module Voltage Alarm,4798
Main Receive Channel alarm,3649.333333
Mains Input Abnormal,13070
Mains Input Out of Range,25666.18182
Management Capability Exceeds the Limit,1076
Master Remote Authentication Server Connection Failed,128
Master TMU Clock Alarm,3484
Master TMU Clock Failure Alarm,2232
Maximum Number of X2 Interfaces Reached,29225
MBSC Working Mode Inconsistency,20915
MCI Communication alarm,3448
Memory Usage of Service Is Too High,47
MFU Clock Critical alarm,3134
MFU Communication alarm,3142
MFU Configuration alarm,3054
MFU extended 05 alarm,3060
MFU extended 06 alarm,3062
MFU extended 07 alarm,3064
MFU extended 0A alarm,3070
MFU extended 0C alarm,3074
MFU extended 0D alarm,3076
MFU extended 0E alarm,3078
MFU extended 0F alarm,3080
MFU extended 10 alarm,3082
MFU extended 11 alarm,3084
MFU extended 12 alarm,3086
MFU extended 13 alarm,3088
MFU extended 14 alarm,3090
MFU extended 15 alarm,3092
MFU extended 16 alarm,3094
MFU extended 17 alarm,3096
MFU extended 18 alarm,3098
MFU extended 19 alarm,3100
MFU extended 1A alarm,3102
MFU extended 1B alarm,3104
MFU extended 1C alarm,3106
MFU extended 1E alarm,3110
MFU extended 21 alarm,3116
MFU extended 24 alarm,3122
MFU extended 25 alarm,3124
MFU extended 28 alarm,3130
MFU extended 29 alarm,3132
MFU extended 2D alarm,3140
MFU extended 2F alarm,3144
MFU Hardware alarm,3112
MFU Processor Running alarm,3056
MLPPP Group Excessive Packet Loss Rate,22962.8
MLPPP Group Failure,21344
MLPPP Group Fault,22960
MMU Clock alarm,3172
MMU communication alarm,3160
MMU extended 32 alarm,3150
MMU extended 35 alarm,3156
MMU extended 3B alarm,3168
MMU extended 3C alarm,3170
MMU extended 3E alarm,3174
MMU extended 3F alarm,3176
MMU extended 40 alarm,3178
MMU extended 41 alarm,3180
MMU FLASH Memory alarm,3166
MMU Mail-box Failure alarm,3158
MMU Software alarm,3162
Monitoring Device Hardware Fault,25601
Monitoring Device Maintenance Link Failure,25600
Monitoring Device Port Abnormal,25743
Monitoring Device Power Supply Problem,25620
Monitoring Device Temperature Abnormal,25731
Monitoring Unit Hardware Faulty,13062
Monitoring Unit Maintenance Link Broken,13060
Monitoring Unit Power Input Abnormal,13066
MPT Clock Alarm,5088
MPT I2C Components Fault,4706
MPT Major Clock Abnormal,5072
MPT Minor Clock Abnormal,5074
MPT-to-Board Clock Abnormal,5076
MSP Deactivated,21314
MSP Multiplex Section K1/K2 Mismatch,21311
MSP Multiplex Section K2 Mismatch,21312
MSP Port Protection Mode Mismatch,21313
MTP3 DSP Congestion,21502
MTP3 DSP Inaccessible,21503
MTP3 Link Set Broken,40007
MTP3 Signaling Link Congestion,21501
MTP3 Signaling Link Faulty,21506
MTP3 Signaling Link Set Unavailable,21505
MTP3 Signaling Route Inaccessible,21504
MTP3B Link Set Broken,40008
MTR extended C3 alarm,3440
MTR extended C9 alarm,3452
MTR extended CA alarm,3454
MTR extended CB alarm,3456
MTR extended CD alarm,3460
MTR extended CE alarm,3462
MTR extended CF alarm,3464
NBI Alarm Socket Disconnection,268390405
NCP Fault,25835
NCP Faulty,22204
NE Entering the Emergency Mode,28382
NE Homogeneity Detection Anomaly,2147483560
NE Is Disconnected,20156.5
NE License Feature Expired,522
NE License Feature On Trial,523
NE Mediation Layer Version Unmatched,303
NE-EMS Configuration Notification Failure,20713
Network Link Failure,4700
Next optic signal alarm,3136
Next serial port alarm,3138
nfcb not consistant with physical alarm,9768
Nineteenth Extended I/O Alarm,2392
Ninth Extended I/O Alarm,3147
No AC Input Alarm,8237
No AC Power Alarm,3922
No Data in the Report Within the Detection Period,65801
No DC Input Alarm,10772
No License,20739
No License Running in System,26818
No Mains Supply Alarm,4745.333333
No Traffic on NR DU Cell TRP,29875
No Traffic Volume in the Cell,29242
Node status is Abnormal,101208
NodeB Audit No Response,22216
NodeB Blocked,22224
NodeB Signaling Plane Creation Failure,22245
NodeB Unavailable,22214
Notification Server Certificate Has Expired,103401
Notification Server Certificate Is About to Expire,103400
NR Cell PCI Conflict,29847
NR Cell Unavailable,29841
NR DU Cell Blocked,29874
NR DU Cell Simulated Load Startup,29843
NR DU Cell TRP Capability Degraded,29871
NR DU Cell TRP Unavailable,29870
NR DU Cell Unavailable,29844
NSE Faulty,22005
NSVL Dynamic Configuration Procedure Failure,22009
NSVL Faulty,22004
NTP Clock Source Is Not Configured for a Host,101246
NTP Process Unavailable,1044
NTP service abnormal,51023
Number of Objects Whose Performance Thresholds Are Monitored Reaches Upper Limit,410
Number of Resources Used Exceeding Alarm Threshold Specified by License,20259
Number of Resources Used Reaching Alarm Threshold Specified by License,20258
OceanStor Storage System Alarm,1043
OML Fault,21807
OMU Board Fault,20720
OMU Configuration Board and Subrack Board Inconsistency,20731
OMU Data Synchronization Failure,20704
OMU Disconnected from Host,20737
OMU Failure Switchover,20701
OMU File Synchronization Failure,20715
OMU Hard Disk Free Space Insufficiency,20712
OMU IP Address Configuration Error,20721
OMU IP Address Conflict,20709
OMU Operating System Service Status Abnormity,20711
OMU Process Abort,20707
OMU Route Configuration Error,20913
OMU Software Status Abnormal,20914
OMU Time Synchronization Abnormity,20714
One Input of Fan Box Power Failure,20042
One-click DR Switchover Check Failure,268390408
On-Site Detecting Circuit Fault,9742
Optic Module Abnormal Alarm,4812
Optic Power Abnormal,21398
Optic Power Alarm,4224
Optical Channel A Local Alarm,5012
Optical Channel A Reception Alarm,5010
Optical Channel A Remote Alarm,5014
Optical Channel A Transmission Alarm,5008
Optical Channel B Local Alarm,5020
Optical Channel B Reception Alarm,5018
Optical Channel B Remote Alarm,5022
Optical Channel B Transmission Alarm,5016
Optical Module Fault,21285
Optical Module Mismatch,21290
Optical Module Temperature Unacceptable,26317
Optical Receive Channel Alarm,4867.2
Optical Transmit Channel Alarm,4869.2
OS Scheduled Backup Failure,101219
OS User Password About to Expire,103643
OS User Password Expired,103644
OSS Fails to Receive SNMP Trap Packets from NEs,312
OSS Key License Beyond Limitation,802
OSS License Beyond Limitation,801
OSS Link File Abnormal,1058
OSS synchronism abnormal for Rnc in Pool data,22394
OSS VM Switchover Occurred,268390409
OSSU extended B9 alarm,5524
OSSU extended BA alarm,5526
OSSU extended BB alarm,5528
OSSU extended BC alarm,5530
OSSU extended BD alarm,5532
OSSU extended C1 alarm,5540
OSSU extended C2 alarm,8584
OSSU extended C5 alarm,5548
OSSU extended C6 alarm,5550
OSSU extended C7 alarm,5552
OSSU extended C8 alarm,5554
OSSU extended C9 alarm,5556
OSSU extended CB alarm,5560
OSSU extended CC alarm,5562
OSSU extended CD alarm,5564
OSSU extended CE alarm,5566
OSSU extended CF alarm,5568
OSSU extended D1 alarm,5572
OSSU extended D2 alarm,5574
OSSU extended D3 alarm,5576
OSSU extended D4 alarm,5578
Outbound Flow Bandwidth Usage of a Host Exceeds the Threshold,650014
Outer Circulation Fan Abnormal,4856
Over Analog Input Signal 1 Alarm,6423
Over Analog Input Signal 2 Alarm,6427
Over Analog Input Signal 3 Alarm,6431
